"Gene_name" "P_values" "Adjusted_value" "is_significant"
"6060" "RPL37A" 2.98141e-10 1.43645057192374e-09 TRUE
"7642" "FBRS" 2.98141e-10 1.43645057192374e-09 TRUE
"13024" "OTOF" 2.979378e-10 1.43645057192374e-09 TRUE
"1406" "PGM5" 3.040111e-10 1.4584139050906e-09 TRUE
"2656" "AQP7" 3.040111e-10 1.4584139050906e-09 TRUE
"2858" "MCCC2" 3.040111e-10 1.4584139050906e-09 TRUE
"3439" "KNTC1" 3.040111e-10 1.4584139050906e-09 TRUE
"3536" "TRAPPC13" 3.040111e-10 1.4584139050906e-09 TRUE
"5635" "BRCA1" 3.039823e-10 1.4584139050906e-09 TRUE
"7292" "SYNM" 3.040111e-10 1.4584139050906e-09 TRUE
"8654" "SH3BP5L" 3.039823e-10 1.4584139050906e-09 TRUE
"10435" "PABPC4L" 3.040111e-10 1.4584139050906e-09 TRUE
"11580" "TSPAN3" 3.040111e-10 1.4584139050906e-09 TRUE
"12402" "ABAT" 3.040111e-10 1.4584139050906e-09 TRUE
"12423" "CCDC102B" 3.040111e-10 1.4584139050906e-09 TRUE
"13404" "TMEM177" 3.039823e-10 1.4584139050906e-09 TRUE
"13550" "RALB" 3.039823e-10 1.4584139050906e-09 TRUE
"13850" "FXYD6-FXYD2" 3.040111e-10 1.4584139050906e-09 TRUE
"491" "SLC28A2" 3.073412e-10 1.4739652719954e-09 TRUE
"3625" "ZC3H12B" 3.099997e-10 1.48557417983338e-09 TRUE
"10472" "WNT11" 3.10029e-10 1.48557417983338e-09 TRUE
"16335" "TXNDC12" 3.10029e-10 1.48557417983338e-09 TRUE
"117" "ATHL1" 3.162231e-10 1.50616827755568e-09 TRUE
"398" "RPRM" 3.161932e-10 1.50616827755568e-09 TRUE
"1023" "NAA30" 3.162231e-10 1.50616827755568e-09 TRUE
"1253" "IL27" 3.162231e-10 1.50616827755568e-09 TRUE
"2332" "IER5" 3.162231e-10 1.50616827755568e-09 TRUE
"3137" "RNF44" 3.162231e-10 1.50616827755568e-09 TRUE
"3521" "SIGIRR" 3.162231e-10 1.50616827755568e-09 TRUE
"5015" "EEF2K" 3.162231e-10 1.50616827755568e-09 TRUE
"6018" "MICU3" 3.162231e-10 1.50616827755568e-09 TRUE
"6126" "SLAMF6" 3.162231e-10 1.50616827755568e-09 TRUE
"7202" "FAM27E1" 3.161633e-10 1.50616827755568e-09 TRUE
"8229" "C3orf18" 3.162231e-10 1.50616827755568e-09 TRUE
"11499" "TRMT112" 3.162231e-10 1.50616827755568e-09 TRUE
"11840" "CAMK2N1" 3.162231e-10 1.50616827755568e-09 TRUE
"11954" "NCAPH" 3.162231e-10 1.50616827755568e-09 TRUE
"13688" "TSPAN18" 3.162231e-10 1.50616827755568e-09 TRUE
"13808" "INHBE" 3.162231e-10 1.50616827755568e-09 TRUE
"14161" "ZFYVE21" 3.161932e-10 1.50616827755568e-09 TRUE
"14375" "TTC13" 3.162231e-10 1.50616827755568e-09 TRUE
"14408" "DCN" 3.162231e-10 1.50616827755568e-09 TRUE
"14716" "TMEM135" 3.162231e-10 1.50616827755568e-09 TRUE
"4158" "DENND3" 3.231409e-10 1.53780034579173e-09 TRUE
"4980" "ABHD10" 3.231409e-10 1.53780034579173e-09 TRUE
"9718" "TEAD4" 3.231409e-10 1.53780034579173e-09 TRUE
"14959" "SYVN1" 3.260186e-10 1.55105255219624e-09 TRUE
"836" "VIPR2" 3.289136e-10 1.55683281725312e-09 TRUE
"1862" "ACRBP" 3.289136e-10 1.55683281725312e-09 TRUE
"2586" "RIC8A" 3.288825e-10 1.55683281725312e-09 TRUE
"3008" "GPR155" 3.289136e-10 1.55683281725312e-09 TRUE
"3140" "NUTM2A" 3.289136e-10 1.55683281725312e-09 TRUE
"3324" "KIF11" 3.289136e-10 1.55683281725312e-09 TRUE
"3338" "TAF7L" 3.288825e-10 1.55683281725312e-09 TRUE
"3692" "BTF3" 3.289136e-10 1.55683281725312e-09 TRUE
"3928" "IGSF9" 3.289136e-10 1.55683281725312e-09 TRUE
"7918" "CNTN5" 3.288515e-10 1.55683281725312e-09 TRUE
"8149" "HIST1H2BK" 3.289136e-10 1.55683281725312e-09 TRUE
"8497" "BPI" 3.289136e-10 1.55683281725312e-09 TRUE
"8876" "ZNF408" 3.289136e-10 1.55683281725312e-09 TRUE
"9263" "POLR3B" 3.289136e-10 1.55683281725312e-09 TRUE
"11152" "PAX8" 3.289136e-10 1.55683281725312e-09 TRUE
"12746" "CCNE2" 3.288825e-10 1.55683281725312e-09 TRUE
"13064" "CCDC109B" 3.289136e-10 1.55683281725312e-09 TRUE
"15111" "COBL" 3.289136e-10 1.55683281725312e-09 TRUE
"2762" "TNNC2" 3.36364e-10 1.59135100056721e-09 TRUE
"3937" "DNAJC1" 3.363971e-10 1.59135100056721e-09 TRUE
"12273" "STARD3NL" 3.396988e-10 1.60605895238095e-09 TRUE
"12852" "KRTAP5-8" 3.396988e-10 1.60605895238095e-09 TRUE
"846" "NCOA7" 3.420686e-10 1.60875190639977e-09 TRUE
"1162" "SLC22A8" 3.421009e-10 1.60875190639977e-09 TRUE
"2010" "PLA2R1" 3.421009e-10 1.60875190639977e-09 TRUE
"2183" "PRKAG2" 3.421009e-10 1.60875190639977e-09 TRUE
"2756" "ABHD3" 3.420686e-10 1.60875190639977e-09 TRUE
"4478" "C3orf52" 3.421009e-10 1.60875190639977e-09 TRUE
"6217" "GTF2A2" 3.420686e-10 1.60875190639977e-09 TRUE
"6238" "NME8" 3.420686e-10 1.60875190639977e-09 TRUE
"6679" "KIF4A" 3.421009e-10 1.60875190639977e-09 TRUE
"6892" "PRR11" 3.421009e-10 1.60875190639977e-09 TRUE
"6963" "FBXL22" 3.421009e-10 1.60875190639977e-09 TRUE
"9709" "GRN" 3.421009e-10 1.60875190639977e-09 TRUE
"10136" "PLD3" 3.421009e-10 1.60875190639977e-09 TRUE
"10627" "TCFL5" 3.421009e-10 1.60875190639977e-09 TRUE
"11070" "IL11" 3.421009e-10 1.60875190639977e-09 TRUE
"11932" "AP5Z1" 3.421009e-10 1.60875190639977e-09 TRUE
"12193" "FOXRED2" 3.421009e-10 1.60875190639977e-09 TRUE
"13087" "MFHAS1" 3.421009e-10 1.60875190639977e-09 TRUE
"13782" "OGDHL" 3.421009e-10 1.60875190639977e-09 TRUE
"12914" "DDX54" 3.501493e-10 1.64583425866441e-09 TRUE
"14282" "ADH5" 3.501838e-10 1.64583425866441e-09 TRUE
"57" "SC5D" 3.558039e-10 1.66474307208976e-09 TRUE
"459" "LGALS12" 3.558039e-10 1.66474307208976e-09 TRUE
"717" "RNF141" 3.558039e-10 1.66474307208976e-09 TRUE
"734" "TTYH2" 3.558039e-10 1.66474307208976e-09 TRUE
"1066" "VCAN" 3.558039e-10 1.66474307208976e-09 TRUE
"1712" "FAM71E1" 3.558039e-10 1.66474307208976e-09 TRUE
"2201" "SFT2D1" 3.557704e-10 1.66474307208976e-09 TRUE
"3446" "RCN2" 3.558039e-10 1.66474307208976e-09 TRUE
"5357" "SLC38A11" 3.558039e-10 1.66474307208976e-09 TRUE
"8499" "NEMF" 3.558039e-10 1.66474307208976e-09 TRUE
"9818" "ACSS1" 3.558039e-10 1.66474307208976e-09 TRUE
"10647" "DUSP14" 3.558039e-10 1.66474307208976e-09 TRUE
"11755" "API5" 3.558039e-10 1.66474307208976e-09 TRUE
"11926" "CFB" 3.558039e-10 1.66474307208976e-09 TRUE
"12595" "AK5" 3.558039e-10 1.66474307208976e-09 TRUE
"13635" "ACTR8" 3.557704e-10 1.66474307208976e-09 TRUE
"7086" "CPNE3" 3.621264e-10 1.69384979024117e-09 TRUE
"4276" "ASUN" 3.645215e-10 1.70314247058824e-09 TRUE
"5294" "AC008964.1" 3.645215e-10 1.70314247058824e-09 TRUE
"7210" "XPNPEP2" 3.645215e-10 1.70314247058824e-09 TRUE
"7409" "CARF" 3.645215e-10 1.70314247058824e-09 TRUE
"15714" "EEPD1" 3.68062e-10 1.7192030691683e-09 TRUE
"311" "KCNJ13" 3.700423e-10 1.72362623959788e-09 TRUE
"418" "C6orf57" 3.700423e-10 1.72362623959788e-09 TRUE
"3513" "PLCXD2" 3.700423e-10 1.72362623959788e-09 TRUE
"4202" "TNFAIP8" 3.700423e-10 1.72362623959788e-09 TRUE
"5402" "LARGE" 3.700423e-10 1.72362623959788e-09 TRUE
"7104" "SLC25A15" 3.700423e-10 1.72362623959788e-09 TRUE
"11680" "GLB1" 3.700423e-10 1.72362623959788e-09 TRUE
"13740" "OSCP1" 3.700423e-10 1.72362623959788e-09 TRUE
"13767" "AC006132.1" 3.700423e-10 1.72362623959788e-09 TRUE
"13978" "SKA1" 3.699728e-10 1.72362623959788e-09 TRUE
"5264" "SURF2" 3.794318e-10 1.76489749693252e-09 TRUE
"6864" "IL17RA" 3.794318e-10 1.76489749693252e-09 TRUE
"12481" "ARL4A" 3.794318e-10 1.76489749693252e-09 TRUE
"13944" "APTX" 3.793946e-10 1.76489749693252e-09 TRUE
"14866" "TRIM14" 3.794318e-10 1.76489749693252e-09 TRUE
"390" "SBF1" 3.848364e-10 1.78258015884477e-09 TRUE
"691" "TCTA" 3.848364e-10 1.78258015884477e-09 TRUE
"881" "TMCC2" 3.848364e-10 1.78258015884477e-09 TRUE
"1073" "ATG9B" 3.848364e-10 1.78258015884477e-09 TRUE
"2165" "AC068620.1" 3.848364e-10 1.78258015884477e-09 TRUE
"5334" "NPIPA7" 3.848364e-10 1.78258015884477e-09 TRUE
"6535" "DPCD" 3.848364e-10 1.78258015884477e-09 TRUE
"7798" "SMIM20" 3.848364e-10 1.78258015884477e-09 TRUE
"9850" "GIMAP5" 3.848364e-10 1.78258015884477e-09 TRUE
"10298" "CYP27B1" 3.848364e-10 1.78258015884477e-09 TRUE
"11299" "PHLPP1" 3.848364e-10 1.78258015884477e-09 TRUE
"12305" "MEGF9" 3.848364e-10 1.78258015884477e-09 TRUE
"12517" "ALB" 3.848364e-10 1.78258015884477e-09 TRUE
"13057" "TAB3" 3.848364e-10 1.78258015884477e-09 TRUE
"16088" "GRM8" 3.848364e-10 1.78258015884477e-09 TRUE
"4058" "BBS5" 3.870707e-10 1.79243178123265e-09 TRUE
"7823" "HS1BP3" 3.949369e-10 1.82784336625971e-09 TRUE
"10645" "ZNF669" 3.949369e-10 1.82784336625971e-09 TRUE
"164" "ATAD5" 4.002074e-10 1.84252261440795e-09 TRUE
"2564" "IL2RG" 4.002074e-10 1.84252261440795e-09 TRUE
"3548" "NLRP2" 4.002074e-10 1.84252261440795e-09 TRUE
"3775" "ACOT8" 4.002074e-10 1.84252261440795e-09 TRUE
"4520" "LYRM2" 4.002074e-10 1.84252261440795e-09 TRUE
"4680" "TUBA8" 4.002074e-10 1.84252261440795e-09 TRUE
"5247" "GREM2" 4.002074e-10 1.84252261440795e-09 TRUE
"7767" "MAP3K6" 4.002074e-10 1.84252261440795e-09 TRUE
"8858" "STARD10" 4.002074e-10 1.84252261440795e-09 TRUE
"9576" "ARPC1B" 4.002074e-10 1.84252261440795e-09 TRUE
"9790" "MITD1" 4.002074e-10 1.84252261440795e-09 TRUE
"10349" "NTRK1" 4.002074e-10 1.84252261440795e-09 TRUE
"10423" "CRABP2" 4.002074e-10 1.84252261440795e-09 TRUE
"10680" "SLC17A4" 4.002074e-10 1.84252261440795e-09 TRUE
"13263" "PVALB" 4.002074e-10 1.84252261440795e-09 TRUE
"13511" "GVQW1" 4.0017e-10 1.84252261440795e-09 TRUE
"13560" "VAMP2" 4.002074e-10 1.84252261440795e-09 TRUE
"14612" "TGFBI" 4.002074e-10 1.84252261440795e-09 TRUE
"14835" "TEX11" 4.002074e-10 1.84252261440795e-09 TRUE
"3225" "LINGO3" 4.080398e-10 1.87754589351724e-09 TRUE
"6389" "MRPS14" 4.080398e-10 1.87754589351724e-09 TRUE
"8543" "MMACHC" 4.1106e-10 1.88935817029485e-09 TRUE
"13008" "C9orf78" 4.1106e-10 1.88935817029485e-09 TRUE
"13732" "CSNK2A2" 4.1106e-10 1.88935817029485e-09 TRUE
"13841" "SLAMF7" 4.1106e-10 1.88935817029485e-09 TRUE
"28" "EDARADD" 4.161771e-10 1.90343680504524e-09 TRUE
"1734" "ZC3H14" 4.161771e-10 1.90343680504524e-09 TRUE
"1790" "XRCC2" 4.161771e-10 1.90343680504524e-09 TRUE
"2258" "PRSS23" 4.161771e-10 1.90343680504524e-09 TRUE
"2447" "IMP4" 4.161771e-10 1.90343680504524e-09 TRUE
"3706" "RNASE10" 4.161771e-10 1.90343680504524e-09 TRUE
"4375" "HAVCR1" 4.161771e-10 1.90343680504524e-09 TRUE
"4398" "TRIM50" 4.161771e-10 1.90343680504524e-09 TRUE
"4555" "CD109" 4.161383e-10 1.90343680504524e-09 TRUE
"5343" "MBD2" 4.161771e-10 1.90343680504524e-09 TRUE
"7971" "CTR9" 4.161771e-10 1.90343680504524e-09 TRUE
"10989" "IDNK" 4.161771e-10 1.90343680504524e-09 TRUE
"13860" "ADCY3" 4.161771e-10 1.90343680504524e-09 TRUE
"14401" "DECR1" 4.161771e-10 1.90343680504524e-09 TRUE
"14880" "RP2" 4.161771e-10 1.90343680504524e-09 TRUE
"15639" "PRR16" 4.161771e-10 1.90343680504524e-09 TRUE
"15820" "ASPM" 4.161771e-10 1.90343680504524e-09 TRUE
"16397" "NR1H3" 4.161771e-10 1.90343680504524e-09 TRUE
"137" "RBM4" 4.278249e-10 1.95296095566502e-09 TRUE
"3649" "TSEN2" 4.278249e-10 1.95296095566502e-09 TRUE
"5592" "LYPLA2" 4.278249e-10 1.95296095566502e-09 TRUE
"9901" "ZNF254" 4.278249e-10 1.95296095566502e-09 TRUE
"11185" "MGAT5" 4.278249e-10 1.95296095566502e-09 TRUE
"12135" "MAP1LC3A" 4.278249e-10 1.95296095566502e-09 TRUE
"13515" "FAM124A" 4.278249e-10 1.95296095566502e-09 TRUE
"2077" "SDC3" 4.327683e-10 1.96637843748297e-09 TRUE
"2428" "SS18L1" 4.327683e-10 1.96637843748297e-09 TRUE
"2839" "CHST13" 4.327683e-10 1.96637843748297e-09 TRUE
"2861" "PBDC1" 4.327683e-10 1.96637843748297e-09 TRUE
"3273" "GIPC1" 4.327683e-10 1.96637843748297e-09 TRUE
"3304" "MOB1B" 4.327683e-10 1.96637843748297e-09 TRUE
"3964" "RPS20" 4.327683e-10 1.96637843748297e-09 TRUE
"4328" "PAPSS1" 4.327683e-10 1.96637843748297e-09 TRUE
"5003" "DNAJC22" 4.327683e-10 1.96637843748297e-09 TRUE
"5183" "TCTN1" 4.32728e-10 1.96637843748297e-09 TRUE
"6208" "RUFY1" 4.327683e-10 1.96637843748297e-09 TRUE
"6677" "SMIM10" 4.327683e-10 1.96637843748297e-09 TRUE
"7399" "C3orf36" 4.327683e-10 1.96637843748297e-09 TRUE
"7850" "GLS2" 4.327683e-10 1.96637843748297e-09 TRUE
"9466" "RPS3" 4.32728e-10 1.96637843748297e-09 TRUE
"12247" "CCNF" 4.327683e-10 1.96637843748297e-09 TRUE
"12296" "SYDE1" 4.327683e-10 1.96637843748297e-09 TRUE
"4421" "SETBP1" 4.452566e-10 2.02036999129489e-09 TRUE
"8187" "CASS4" 4.452566e-10 2.02036999129489e-09 TRUE
"8247" "ZNF564" 4.452566e-10 2.02036999129489e-09 TRUE
"15273" "IFITM3" 4.452566e-10 2.02036999129489e-09 TRUE
"16642" "NYAP1" 4.452566e-10 2.02036999129489e-09 TRUE
"467" "OSTC" 4.500045e-10 2.03141408930988e-09 TRUE
"1083" "RNF182" 4.500045e-10 2.03141408930988e-09 TRUE
"1509" "VPRBP" 4.500045e-10 2.03141408930988e-09 TRUE
"3565" "FDX1L" 4.500045e-10 2.03141408930988e-09 TRUE
"4456" "PIP5KL1" 4.500045e-10 2.03141408930988e-09 TRUE
"4690" "SNX7" 4.500045e-10 2.03141408930988e-09 TRUE
"6169" "BUB1" 4.500045e-10 2.03141408930988e-09 TRUE
"8329" "ENHO" 4.500045e-10 2.03141408930988e-09 TRUE
"9405" "SIRT4" 4.500045e-10 2.03141408930988e-09 TRUE
"9580" "C7orf73" 4.500045e-10 2.03141408930988e-09 TRUE
"9673" "POU2F2" 4.500045e-10 2.03141408930988e-09 TRUE
"10833" "LRAT" 4.500045e-10 2.03141408930988e-09 TRUE
"11506" "GADD45A" 4.500045e-10 2.03141408930988e-09 TRUE
"12313" "MAPK8IP1" 4.500045e-10 2.03141408930988e-09 TRUE
"12441" "CCDC112" 4.499627e-10 2.03141408930988e-09 TRUE
"13129" "SPNS2" 4.500045e-10 2.03141408930988e-09 TRUE
"16066" "POPDC2" 4.500045e-10 2.03141408930988e-09 TRUE
"16152" "MCTP2" 4.500045e-10 2.03141408930988e-09 TRUE
"16460" "ADRBK1" 4.500045e-10 2.03141408930988e-09 TRUE
"7300" "P2RX5-TAX1BP3" 4.541864e-10 2.04973732467532e-09 TRUE
"11456" "CHRNA6" 4.587868e-10 2.06993882174736e-09 TRUE
"12460" "FAM63B" 4.633809e-10 2.09010097674419e-09 TRUE
"868" "CAPN7" 4.679101e-10 2.10257016918103e-09 TRUE
"2589" "GPR62" 4.679101e-10 2.10257016918103e-09 TRUE
"3254" "SLC25A39" 4.679101e-10 2.10257016918103e-09 TRUE
"5679" "PFN1" 4.679101e-10 2.10257016918103e-09 TRUE
"5764" "ATAD1" 4.679101e-10 2.10257016918103e-09 TRUE
"6062" "DOC2B" 4.678667e-10 2.10257016918103e-09 TRUE
"6075" "KNOP1" 4.679101e-10 2.10257016918103e-09 TRUE
"7140" "FBXO21" 4.678667e-10 2.10257016918103e-09 TRUE
"8394" "NFASC" 4.679101e-10 2.10257016918103e-09 TRUE
"9385" "SERPINA1" 4.679101e-10 2.10257016918103e-09 TRUE
"9537" "TRAK2" 4.678667e-10 2.10257016918103e-09 TRUE
"13743" "MAGEE1" 4.679101e-10 2.10257016918103e-09 TRUE
"14112" "CD3D" 4.679101e-10 2.10257016918103e-09 TRUE
"14662" "CCDC151" 4.679101e-10 2.10257016918103e-09 TRUE
"13875" "KIF16B" 4.712852e-10 2.11716594021007e-09 TRUE
"14447" "NMNAT3" 4.770333e-10 2.14241126655897e-09 TRUE
"342" "ILK" 4.808902e-10 2.15915169205922e-09 TRUE
"13166" "LZTR1" 4.822245e-10 2.16455991926803e-09 TRUE
"1602" "FAM180A" 4.865104e-10 2.17443554983923e-09 TRUE
"4496" "GPR19" 4.864653e-10 2.17443554983923e-09 TRUE
"5606" "CD3E" 4.865104e-10 2.17443554983923e-09 TRUE
"6198" "C11orf65" 4.865104e-10 2.17443554983923e-09 TRUE
"7127" "KIAA0895L" 4.865104e-10 2.17443554983923e-09 TRUE
"7448" "PLA2G4A" 4.865104e-10 2.17443554983923e-09 TRUE
"7466" "SH3PXD2A" 4.865104e-10 2.17443554983923e-09 TRUE
"8647" "HEY1" 4.865104e-10 2.17443554983923e-09 TRUE
"9197" "LHPP" 4.865104e-10 2.17443554983923e-09 TRUE
"12351" "SLC38A4" 4.865104e-10 2.17443554983923e-09 TRUE
"13098" "SYNPO" 4.865104e-10 2.17443554983923e-09 TRUE
"13350" "LPPR5" 4.865104e-10 2.17443554983923e-09 TRUE
"14029" "CCT6B" 4.865104e-10 2.17443554983923e-09 TRUE
"14042" "SLC43A2" 4.865104e-10 2.17443554983923e-09 TRUE
"14632" "GNA14" 4.865104e-10 2.17443554983923e-09 TRUE
"16104" "NEIL3" 4.864653e-10 2.17443554983923e-09 TRUE
"8028" "ANKRD29" 4.960333e-10 2.21640381569783e-09 TRUE
"10315" "BCL2" 5.018153e-10 2.24103860883534e-09 TRUE
"15778" "BBS1" 5.018153e-10 2.24103860883534e-09 TRUE
"516" "CNDP2" 5.058316e-10 2.24694303275633e-09 TRUE
"1872" "KIF9" 5.058316e-10 2.24694303275633e-09 TRUE
"2914" "USP24" 5.058316e-10 2.24694303275633e-09 TRUE
"4389" "M1AP" 5.058316e-10 2.24694303275633e-09 TRUE
"4792" "PRR5-ARHGAP8" 5.058316e-10 2.24694303275633e-09 TRUE
"5030" "IL20RA" 5.057848e-10 2.24694303275633e-09 TRUE
"5068" "NKAIN1" 5.058316e-10 2.24694303275633e-09 TRUE
"5168" "PARP6" 5.058316e-10 2.24694303275633e-09 TRUE
"5778" "GRIN2D" 5.057848e-10 2.24694303275633e-09 TRUE
"6185" "UNC13B" 5.058316e-10 2.24694303275633e-09 TRUE
"8489" "WFDC2" 5.058316e-10 2.24694303275633e-09 TRUE
"9585" "BRMS1L" 5.057848e-10 2.24694303275633e-09 TRUE
"10587" "ADAMTS8" 5.058316e-10 2.24694303275633e-09 TRUE
"11469" "CYP21A2" 5.058316e-10 2.24694303275633e-09 TRUE
"12542" "SLMO1" 5.058316e-10 2.24694303275633e-09 TRUE
"13183" "RAB17" 5.058316e-10 2.24694303275633e-09 TRUE
"13477" "FGF11" 5.058316e-10 2.24694303275633e-09 TRUE
"14641" "FAM27E3" 5.058316e-10 2.24694303275633e-09 TRUE
"15362" "KIF20A" 5.058316e-10 2.24694303275633e-09 TRUE
"16058" "SLC2A3" 5.058316e-10 2.24694303275633e-09 TRUE
"7684" "AC022431.2" 5.156757e-10 2.29006141533546e-09 TRUE
"2741" "C1QL1" 5.22182e-10 2.31648823404255e-09 TRUE
"4215" "C11orf89" 5.220813e-10 2.31648823404255e-09 TRUE
"7994" "DCLK3" 5.220813e-10 2.31648823404255e-09 TRUE
"12371" "ECHS1" 5.22182e-10 2.31648823404255e-09 TRUE
"938" "PMEPA1" 5.259009e-10 2.32371576476821e-09 TRUE
"1884" "RAP2B" 5.259009e-10 2.32371576476821e-09 TRUE
"2618" "NUDT16" 5.259009e-10 2.32371576476821e-09 TRUE
"3582" "PRKCH" 5.259009e-10 2.32371576476821e-09 TRUE
"7434" "ZNF750" 5.258524e-10 2.32371576476821e-09 TRUE
"7900" "TPM1" 5.259009e-10 2.32371576476821e-09 TRUE
"8934" "B4GALT5" 5.259009e-10 2.32371576476821e-09 TRUE
"9303" "ZKSCAN7" 5.258524e-10 2.32371576476821e-09 TRUE
"10170" "ZBP1" 5.259009e-10 2.32371576476821e-09 TRUE
"11178" "TOMM34" 5.259009e-10 2.32371576476821e-09 TRUE
"11535" "HMGCL" 5.259009e-10 2.32371576476821e-09 TRUE
"12717" "ANXA1" 5.259009e-10 2.32371576476821e-09 TRUE
"13827" "ASCC3" 5.258524e-10 2.32371576476821e-09 TRUE
"15085" "FAM60A" 5.258524e-10 2.32371576476821e-09 TRUE
"16604" "MSMP" 5.259009e-10 2.32371576476821e-09 TRUE
"353" "SIGLEC12" 5.359285e-10 2.36739602224576e-09 TRUE
"3609" "TAF11" 5.433547e-10 2.39892969719428e-09 TRUE
"8751" "PLXNA3" 5.433547e-10 2.39892969719428e-09 TRUE
"73" "PJA1" 5.467466e-10 2.39992981263158e-09 TRUE
"2745" "ARHGAP15" 5.467466e-10 2.39992981263158e-09 TRUE
"2790" "NPC1" 5.466962e-10 2.39992981263158e-09 TRUE
"4284" "NDUFB6" 5.466962e-10 2.39992981263158e-09 TRUE
"4671" "SMPD1" 5.467466e-10 2.39992981263158e-09 TRUE
"4793" "ZNF497" 5.467466e-10 2.39992981263158e-09 TRUE
"4878" "NEURL1B" 5.467466e-10 2.39992981263158e-09 TRUE
"5917" "KIAA1715" 5.467466e-10 2.39992981263158e-09 TRUE
"6721" "RASSF6" 5.467466e-10 2.39992981263158e-09 TRUE
"6911" "SLC6A8" 5.467466e-10 2.39992981263158e-09 TRUE
"7636" "EID2" 5.466459e-10 2.39992981263158e-09 TRUE
"8426" "TRAPPC6A" 5.467466e-10 2.39992981263158e-09 TRUE
"9663" "ABCA12" 5.466962e-10 2.39992981263158e-09 TRUE
"9884" "MYBL2" 5.467466e-10 2.39992981263158e-09 TRUE
"10464" "TRMT2B" 5.466962e-10 2.39992981263158e-09 TRUE
"10730" "KIAA0232" 5.467466e-10 2.39992981263158e-09 TRUE
"10962" "NKAIN2" 5.467466e-10 2.39992981263158e-09 TRUE
"11340" "ZSCAN18" 5.467466e-10 2.39992981263158e-09 TRUE
"11539" "ERAP1" 5.467466e-10 2.39992981263158e-09 TRUE
"11768" "SLC14A2" 5.467466e-10 2.39992981263158e-09 TRUE
"11984" "GYLTL1B" 5.467466e-10 2.39992981263158e-09 TRUE
"15633" "PANK3" 5.467466e-10 2.39992981263158e-09 TRUE
"15839" "HSD17B8" 5.545225e-10 2.43342154696133e-09 TRUE
"15352" "DCAF10" 5.653642e-10 2.48034583271962e-09 TRUE
"1870" "CCDC74A" 5.683978e-10 2.48515735360419e-09 TRUE
"3524" "CD3G" 5.683978e-10 2.48515735360419e-09 TRUE
"4273" "RNF215" 5.683978e-10 2.48515735360419e-09 TRUE
"4622" "ELOVL2" 5.683978e-10 2.48515735360419e-09 TRUE
"6478" "SLC2A14" 5.683978e-10 2.48515735360419e-09 TRUE
"6601" "ALOX5AP" 5.683978e-10 2.48515735360419e-09 TRUE
"7214" "CDCA5" 5.683978e-10 2.48515735360419e-09 TRUE
"8007" "ANKRD28" 5.683978e-10 2.48515735360419e-09 TRUE
"12068" "FAM212A" 5.683978e-10 2.48515735360419e-09 TRUE
"12491" "MPEG1" 5.683978e-10 2.48515735360419e-09 TRUE
"12572" "TBC1D14" 5.683978e-10 2.48515735360419e-09 TRUE
"13501" "CLPTM1L" 5.683978e-10 2.48515735360419e-09 TRUE
"16572" "RLF" 5.683978e-10 2.48515735360419e-09 TRUE
"13283" "MSH4" 5.699693e-10 2.49137524213836e-09 TRUE
"14863" "KIRREL2" 5.77202e-10 2.52232888656013e-09 TRUE
"11529" "NSFL1C" 5.774917e-10 2.52293388056574e-09 TRUE
"2740" "RFX8" 5.794817e-10 2.53096484838963e-09 TRUE
"10707" "ACBD5" 5.882429e-10 2.56654239393147e-09 TRUE
"10767" "C2orf43" 5.882429e-10 2.56654239393147e-09 TRUE
"12153" "PPP2R5A" 5.882429e-10 2.56654239393147e-09 TRUE
"14030" "TSFM" 5.882429e-10 2.56654239393147e-09 TRUE
"1276" "SCRN1" 5.908848e-10 2.57134319436473e-09 TRUE
"2533" "TRNAU1AP" 5.908848e-10 2.57134319436473e-09 TRUE
"3394" "GAREML" 5.908848e-10 2.57134319436473e-09 TRUE
"7369" "SNN" 5.908848e-10 2.57134319436473e-09 TRUE
"8806" "SNAP29" 5.908848e-10 2.57134319436473e-09 TRUE
"8842" "CAMTA1" 5.908848e-10 2.57134319436473e-09 TRUE
"10408" "CHST15" 5.908848e-10 2.57134319436473e-09 TRUE
"10468" "PCDHGA3" 5.908848e-10 2.57134319436473e-09 TRUE
"11660" "SCYL3" 5.908848e-10 2.57134319436473e-09 TRUE
"13504" "DUS3L" 5.908848e-10 2.57134319436473e-09 TRUE
"4813" "SEPHS2" 6.014485e-10 2.61663040688576e-09 TRUE
"376" "EME1" 6.023963e-10 2.62007047822686e-09 TRUE
"369" "FAM46C" 6.14239e-10 2.65909849987023e-09 TRUE
"945" "SLC47A2" 6.14239e-10 2.65909849987023e-09 TRUE
"2074" "OAZ3" 6.14239e-10 2.65909849987023e-09 TRUE
"2672" "UBB" 6.12024e-10 2.65909849987023e-09 TRUE
"3597" "CHIT1" 6.14239e-10 2.65909849987023e-09 TRUE
"5141" "CD93" 6.14239e-10 2.65909849987023e-09 TRUE
"5193" "ZDHHC3" 6.14239e-10 2.65909849987023e-09 TRUE
"5603" "CAPZA1" 6.14239e-10 2.65909849987023e-09 TRUE
"5639" "MACROD1" 6.14239e-10 2.65909849987023e-09 TRUE
"6253" "CMC1" 6.14239e-10 2.65909849987023e-09 TRUE
"7176" "NPRL2" 6.14239e-10 2.65909849987023e-09 TRUE
"8125" "RELB" 6.12024e-10 2.65909849987023e-09 TRUE
